attendance_pct,assignment_completion_rate,average_assignment_marks,average_quiz_marks,mid_sem_score,learning_activity_score,predicted_grade_pct,risk_level
65.59970653660494,0.6737671654593748,52.80372618242171,51.283214084605824,49.7819235335366,65.00085940889998,54.74837152007955,MODERATE
97.28928685254539,0.8393584326544438,78.96563815889861,71.48960497803878,73.0500560457355,79.33700381506979,81.95495828742565,LOW
85.25966679962728,0.8906164530968692,81.83102943800569,58.698219548739985,61.29281069308953,70.45567398322208,76.6072733650113,LOW
77.92621663083702,0.8403207408367526,81.09060839259936,66.0641401178014,59.941195671620115,63.32715304686611,83.0113981855849,LOW
53.581025224334006,0.5917892970364441,50.01722863750789,46.88345046139518,40.4581917156156,48.01440450931659,49.348121386289925,HIGH
53.57969861849114,0.6438750587403737,60.17725764129774,30.674719693985256,29.53169902413423,45.57698823800047,45.2143765165234,HIGH
48.19459866925097,0.5653382021474002,53.42893153816362,35.58704002274837,38.11586864410067,43.75663974044946,47.666217468780204,HIGH
92.63968801762144,0.972314888099058,89.48289938321611,72.54049993050802,69.6087769272497,81.81291152847639,78.69428043408229,LOW
78.06132564587648,0.7735966853129,77.27708154388368,50.89387684027366,40.46420058730499,81.3087161981239,65.88960337282279,MODERATE
83.9439917787825,0.6733438244362259,67.21942195388421,74.21829804261981,66.4932609207346,79.36271461865985,72.37048353713544,LOW
46.13214718626914,0.5042832937759499,47.142297241067126,28.552572318600312,26.755079384698405,53.605193462674556,42.90056338703868,HIGH
98.34504186890969,1.0,99.44917956248769,87.02842923052138,82.29867974736617,92.8830635093744,96.88342244018432,LOW
90.7843452440232,0.9350013361597693,91.87974730401656,74.19653215029088,80.34941642672537,74.8775388057512,85.37969743057202,LOW
56.67865108730519,0.4391116532910209,38.82825558902081,34.93449507470574,26.25783060897546,60.06132899732313,40.50329980755797,HIGH
55.000373196390534,0.44189807792307906,32.15102259861071,40.830891221638794,41.31729286973623,49.50227618829492,40.50604988295755,HIGH
55.087248041938864,0.656187765752679,57.03804692472839,29.634876159685973,35.59869789334312,56.85195537344522,46.05492356615544,HIGH
61.73332336277457,0.6133777182420802,53.64775593486177,44.378805327565075,53.517113788300804,56.20589816307943,56.33586349297712,MODERATE
73.86160373977307,0.8067661071349932,76.27427836537748,60.052200313076696,55.02760318150305,79.04272825711165,65.82805617078485,MODERATE
68.75697602531636,0.6904015978662097,55.06385399512873,57.47905190468966,57.06224657305618,60.27661041018865,60.101657871703516,MODERATE
61.017602710892305,0.6131516410584976,55.359938487291885,47.90543175407984,48.358961952369086,54.39669158419924,52.16374518931159,MODERATE
78.65190920973087,0.8803474726949085,86.72835576755428,63.336052813566766,61.14665883065488,81.53497247903267,77.92906758178168,LOW
52.6721623358623,0.47511715053688564,38.25571731192154,46.030672547796854,43.23491291421048,42.6306179614163,50.814600932810336,HIGH
61.067955669437,0.6202916343884683,60.32158753669781,47.56967611395784,47.371069255760176,62.78814429301354,52.356661637196446,MODERATE
65.14990138115304,0.6052714849410261,55.34880135207723,49.35014084825325,34.221403379742156,66.62644891964,47.891494311916674,HIGH
70.08384913193697,0.6573888685761381,58.12770777684668,48.620709173967185,49.60002116558198,72.79465085375757,58.75217220899925,MODERATE
88.18467787661575,0.8509295664192935,71.97961877165172,66.23162039452201,63.55092889310574,90.03652851406211,75.497039884029,LOW
55.982058018709786,0.5820339573504691,50.80019702994513,36.20853911225573,33.28573767275161,64.29768479810087,48.17047944408134,HIGH
73.28289411274864,0.6849540789611386,57.96152640563889,65.78733106393663,72.73227548933758,59.93185044152819,66.16100952576895,MODERATE
77.58280128741234,0.9014036254314755,75.24810995816149,65.47117316706039,58.8229444147546,78.50302748498792,72.71212915439928,LOW
47.55477269959987,0.38608699677404834,36.63636287893511,29.565609661642753,26.07194923323546,50.970016832827525,37.59085137375978,HIGH
78.41496685457912,0.7654625041296552,72.42527753017272,60.89368280552627,67.80676517627361,75.67881617112512,75.00869679215097,LOW
54.378826802801036,0.4998151622005929,44.06287508609459,48.834674609154014,42.23263435444702,46.07005997453473,42.01423465654046,HIGH
48.57783761419037,0.630476164577277,56.72019377964523,27.63016100413489,23.49807653924545,51.86601342026537,43.51897145849299,HIGH
97.18870454893333,0.9915425231404909,92.9889361850659,72.01364262823324,67.67783337966733,97.40061525117163,87.39658748259882,LOW
98.10976181910077,1.0,86.38583496165168,77.33040237731944,77.66755466910121,96.72418084606957,85.50304217177406,LOW
89.46185414640536,0.7460625041603564,63.89576074903279,79.18640221623937,76.26609464219396,80.3520965332213,81.85502944244149,LOW
61.753757304535384,0.6442425996322797,55.30568175186741,40.24808058343015,31.772549818497332,50.20196530935019,49.41399116911267,HIGH
50.37196627035111,0.5926827422658548,54.62768345864375,33.660497888688724,29.316630178618336,47.54344281628499,45.92867622424167,HIGH
82.63281645816863,0.8345565635092288,71.09880058760346,58.730335269192594,52.75704633967191,82.63405939854601,71.9802785629216,LOW
69.20838715567807,0.7986319090633158,65.53728323405674,47.252608592193454,44.503872936468554,69.39669175384579,59.88070774310048,MODERATE
51.71210291646283,0.4653921841545911,34.22124417720571,30.48085118565981,31.086026919525963,50.5565554450494,33.71383345407691,HIGH
72.23473005611986,0.8632820445797565,86.30472788010357,54.651095722415384,54.00956971573447,58.88981474807251,70.29770987351182,MODERATE
46.89136866133701,0.6988034989752951,60.33432934477841,39.39574143133301,28.54589558952435,46.050989485535666,51.99533898654423,HIGH
95.01262211433301,0.9138423650993642,90.61720578830491,72.08821043530594,73.80350485134491,85.39059648582409,84.6783396073594,LOW
59.232898988000926,0.5477787377399321,50.913765468987386,40.90013338816142,40.11797094873646,65.95742984828345,47.372658473940625,HIGH
81.438725639469,0.9597257041064601,95.07969990542944,58.44978933154036,62.44996010293287,77.97270258321839,82.5599689966473,LOW
62.1441091849176,0.7793983064222473,68.88289884798392,52.53207814541114,52.12646587459395,55.948345681027064,61.760506813220395,MODERATE
73.60374116477959,0.6837514089324691,58.07629219085781,62.34386305029585,64.73328468645987,69.3893582208381,63.944033426782084,MODERATE
75.06906536388038,0.708671971929218,69.14988262193323,49.75396848310578,49.59899661620113,61.37635844754751,64.5160794400877,MODERATE
55.16699505390399,0.5234914896529892,46.59156571962423,34.65073957947217,39.6493313815123,63.58496075611792,48.73174038025654,HIGH
98.32715452705072,0.8488264941670794,78.03910178237481,70.3298693003392,69.42462901541113,85.86292166025511,88.40350828319333,LOW
87.6323052848613,0.7844578582001932,72.90999049360558,63.694768333096754,60.0204536842274,79.66319132615178,75.94245612740188,LOW
96.6724417860304,0.8663103411850972,84.81565911123182,75.06209148762133,82.67116051547467,84.4436329135628,89.63974606749517,LOW
94.21550427352068,0.8653752862247939,80.25331176966725,71.71129910561115,72.57091976173005,89.02263802114055,80.35081352539302,LOW
77.88449883460967,0.7753764996074186,66.26997924361558,52.313490472348505,52.56653805375314,75.5522422342796,62.951993877362064,MODERATE
95.70308292627143,0.9804523025163664,96.9801152836378,74.55663954340548,64.44728548354352,90.86891255159986,87.13753116729971,LOW
49.86708761285557,0.6537209254099634,64.16939232976779,32.23255236500226,24.17938665943446,45.256534682522876,48.30720379922131,HIGH
55.779057433052984,0.4579551702566507,40.4739476481253,47.07161736967568,46.18161391190116,50.936615569723706,43.99410598788212,HIGH
47.487500890079595,0.5733072487484543,43.20483920056155,33.260326398749584,32.324916067653305,40.49502533398783,42.20084233751817,HIGH
62.89316819197954,0.6075327974972445,50.724690048880746,42.275909133619614,37.09150085189705,63.424733990505885,52.47509586825348,MODERATE
66.37725093292151,0.6588261383639719,55.70256448630871,54.32067187330206,52.30955177769726,53.89774329305026,60.093537251856134,MODERATE
59.924196747564274,0.6667239166923031,61.24359180666234,49.88669346231715,55.335493429419266,59.8930041085206,60.35577215432545,HIGH
90.5805630033561,0.7935334278773312,70.44843091960503,75.24597053853219,74.96068438435707,89.85836809971757,79.31217654696381,LOW
64.62143296814742,0.6844553042998792,68.29356266957177,53.32927711147601,44.957770707138515,69.51378934031061,58.96549820426692,MODERATE
60.45139803280594,0.621159201149365,52.57447941879336,50.10800548879743,47.04506107864284,57.34187363364399,52.95736853924195,MODERATE
74.84828457370367,0.7977279721378515,66.07349300014161,58.86643925897155,51.89828489176017,69.0647014232244,62.80913264874523,MODERATE
52.75083237361194,0.5564251881269012,46.453916787517834,29.318978858580067,25.91453033360826,43.7400495590499,48.08264312524991,HIGH
89.12083394147218,1.0,86.89452109800483,70.0675576125506,64.49610140377484,84.71196766203846,82.4535437763647,LOW
49.10028540238739,0.42722885559874235,31.86328972788283,40.43184924584219,36.02202887053005,55.70541672936683,39.24395061014647,HIGH
99.27878151302845,0.9396881196301027,92.16043571695491,87.81146997410812,77.14521961553574,84.31612630251702,87.76951427681337,LOW
87.47346231131615,0.812420570470685,67.70525743778087,64.80299317742603,60.92457011096378,78.40478748172022,81.69332520012452,LOW
55.92936248437948,0.5037459129277694,49.37793362744032,42.680450947213785,37.74339021561654,61.520276722808994,44.613774310408175,HIGH
45.30371644179813,0.3892984516873295,30.920333080516496,24.336725865911134,8.472646122604237,53.785382506684265,30.0,HIGH
89.85037856501589,1.0,97.86794314309813,67.6751253356989,74.55622919142226,76.74390245729724,88.23960557452598,LOW
83.87715391161893,0.9808219639151747,97.90659723055391,59.564609509629676,62.03022730523155,78.11313582012244,83.29964302899441,LOW
85.0953942422543,0.7938793130475953,73.05741740284495,71.1469340296599,65.70808370355192,71.92617840651998,78.13384561779517,LOW
87.419869067727,0.7909631333668472,74.67070272187237,64.83070371173315,61.68326377484948,71.97347053697273,79.8711737829402,LOW
49.07245584537497,0.53786611409239,46.496604002274964,38.88397056696309,31.08150030202713,57.48037470413912,45.527625285130355,HIGH
64.715615069935,0.5919338462712528,50.535386326107016,39.46268397393567,45.96816416429321,68.18264214059019,49.63670107212829,HIGH
51.37279827388213,0.5770211645143725,57.04603036680304,33.50803281582643,41.31907464890067,56.298936655169186,48.27920910467563,HIGH
92.47068842315764,0.9449991863167064,92.65486920481446,76.73338357733505,73.6801830397009,74.95187711478893,87.62591846382571,LOW
79.28139697551569,0.6412395582554338,55.744319878786996,65.96302003211866,67.78252225143945,80.2996934346177,73.03065816703034,LOW
63.1993913668957,0.7867444338019632,73.52693308260645,53.060920528773266,51.28430839700422,59.32039461162424,60.00533094284893,MODERATE
48.4957092657313,0.6645448599668652,55.516883683444796,29.753319161283613,21.58202600883978,45.644469878502235,48.358453728433176,HIGH
62.10402769436142,0.5597614078951756,46.191766060638464,51.51931266496673,46.88423018690011,60.61274937599667,53.114855602941894,MODERATE
62.885082711471085,0.5900806711211124,46.324001667262635,44.6905091217742,43.11562349954527,52.135131023647986,53.99367383536374,MODERATE
85.12833980859352,0.8798699371584258,77.5996013158042,71.32280528922702,65.48392643104845,83.2356028339228,77.36925626816176,LOW
80.06566092453673,0.8341022882440698,76.96126266355476,58.81971593620569,54.785463752220224,75.7012302773953,69.02101747117983,MODERATE
93.79670084169797,1.0,89.90550066408352,68.1182361867174,64.25532658983595,78.76916261082172,86.24696946062417,LOW
70.97182088390721,0.910738662715707,86.94314865773943,48.314133932623434,45.49403474666495,60.54210070250669,71.44904244669064,MODERATE
51.57768352660659,0.49808211251666096,45.213508769992906,31.202888555330297,29.904036580051198,44.947119852738766,45.24644125842874,HIGH
84.22846329726472,0.7624549085188018,64.41071345306828,72.05116885369321,63.14558507902554,68.52281838885047,71.99349625308845,LOW
86.84317767392936,0.7304998539378409,66.35369264776035,76.39116096684604,68.98652217286406,81.2305111265772,72.7132278991302,LOW
